05/21/18 16:17:06:090 | [INFO] |  |  |  | Adobe Silent Activator |  |  | 4976 | __OOBELIB_LOG_FILE__
05/22/18 16:34:48:533 | [INFO] |  |  |  | OOBELib |  |  | 3432 | UpdateRecordCheckWFType : Necessary data retrieved, populate the outparam
05/22/18 16:34:48:534 | [INFO] |  |  |  | OOBELib |  |  | 3432 | Total License Duration is : 30
05/22/18 16:34:48:534 | [INFO] |  |  |  | OOBELib |  |  | 3432 | License Duration Left is : 18
05/22/18 16:34:48:534 | [DEBUG] |  |  |  | PCDService |  |  | 3432 | No value for key [VPASS] in hive [911987094032700067932452] in cache : 519
05/22/18 16:34:48:534 | [INFO] |  |  |  | OOBELib |  |  | 3432 | Setting validation as true for trial serial numbers
05/22/18 16:34:48:534 | [DEBUG] |  |  |  | PCDService |  |  | 3432 | No value for key [ADOBEID] in hive [911987094032700067932452] in cache : 519
05/22/18 16:34:48:534 | [DEBUG] |  |  |  | PCDService |  |  | 3432 | No value for key [EPIC_APP_45] in hive [Photoshop-CS7-Win-GM] in cache : 519
05/22/18 16:34:48:534 | [INFO] |  |  |  | OOBELib |  |  | 3432 | CheckWFType : Updating running app trial SN record
05/22/18 16:34:48:534 | [INFO] |  |  |  | SLCoreService |  |  | 3432 | Query license: type = 1, duration = 30 days, remaining = 17 day(s) 84169 seconds.
05/22/18 16:34:48:534 | [INFO] |  |  |  | OOBELib |  |  | 3432 | UpdateRecordCheckWFType : License found, retrieving information
05/22/18 16:34:48:534 | [INFO] |  |  |  | SLCoreService |  |  | 3432 | Query license: type = 1, duration = 30 days, remaining = 17 day(s) 84169 seconds.
05/22/18 16:34:48:535 | [ERROR] |  |  |  | SLCoreService |  |  | 3432 | No value for key [PersonGUID] in user dictionary.
05/22/18 16:34:48:535 | [DEBUG] |  |  |  | PCDService |  |  | 3432 | No value for key [PersonGUID] in hive [911987094032700067932452] in cache : 519
05/22/18 16:34:48:535 | [DEBUG] |  |  |  | PCDService |  |  | 3432 | No value for key [PersonGUIDWithAuthSource] in hive [911987094032700067932452] in cache : 519
05/22/18 16:34:48:535 | [INFO] |  |  |  | OOBELib |  |  | 3432 | UpdateRecordCheckWFType : Necessary data retrieved, populate the outparam
05/22/18 16:34:48:535 | [INFO] |  |  |  | OOBELib |  |  | 3432 | Total License Duration is : 30
05/22/18 16:34:48:535 | [INFO] |  |  |  | OOBELib |  |  | 3432 | License Duration Left is : 18
05/22/18 16:34:48:535 | [DEBUG] |  |  |  | PCDService |  |  | 3432 | No value for key [VPASS] in hive [911987094032700067932452] in cache : 519
05/22/18 16:34:48:535 | [INFO] |  |  |  | OOBELib |  |  | 3432 | Setting validation as true for trial serial numbers
05/22/18 16:34:48:535 | [DEBUG] |  |  |  | PCDService |  |  | 3432 | No value for key [ADOBEID] in hive [911987094032700067932452] in cache : 519
05/22/18 16:34:48:535 | [DEBUG] |  |  |  | PCDService |  |  | 3432 | No value for key [EPIC_APP_45] in hive [Photoshop-CS7-Win-GM] in cache : 519
05/22/18 16:34:48:535 | [INFO] |  |  |  | OOBELib |  |  | 3432 | No Renewable Term in SN
05/22/18 16:34:48:535 | [INFO] |  |  |  | OOBELib |  |  | 3432 | magiccookie is NULL
05/22/18 16:34:48:535 | [INFO] |  |  |  | OOBELib |  |  | 3432 | WF is : Subsequent_Launch
05/22/18 16:34:48:536 | [INFO] |  |  |  | SLCoreService |  |  | 3432 | Query license: type = 1, duration = 30 days, remaining = 17 day(s) 84169 seconds.
05/22/18 16:34:48:536 | [INFO] |  |  |  | OOBELib |  |  | 3432 | After modification, WF is : Subsequent_Launch
05/22/18 16:34:48:536 | [INFO] |  |  |  | OOBELib |  |  | 3432 | After Modification, SubWF is : 
05/22/18 16:34:48:536 | [DEBUG] |  |  |  | PCDService |  |  | 3432 | No value for key [LineCV 15] in hive [911987094032700067932452] in cache : 519
05/22/18 16:34:48:536 | [DEBUG] |  |  |  | PCDService |  |  | 3432 | No value for key [PersonGUID] in hive [911987094032700067932452] in cache : 519
05/22/18 16:34:48:536 | [ERROR] |  |  |  | SLCoreService |  |  | 3432 | No value for key [PersonGUID] in user dictionary.
05/22/18 16:34:48:536 | [DEBUG] |  |  |  | PCDService |  |  | 3432 | No value for key [RememberedSerial] in hive [Photoshop-CS7-Win-GM{|}en_US] in cache : 519
05/22/18 16:34:48:536 | [DEBUG] |  |  |  | PCDService |  |  | 3432 | No value for key [RememberedSerial] in hive [Photoshop-CS7-Win-GM{|}ALL] in cache : 519
05/22/18 16:34:48:536 | [DEBUG] |  |  |  | PCDService |  |  | 3432 | No value for key [RememberedSerial] in hive [Photoshop-CS7-Win-GM{|}en_US] in cache : 519
05/22/18 16:34:48:537 | [DEBUG] |  |  |  | PCDService |  |  | 3432 | No value for key [RememberedSerial] in hive [Photoshop-CS7-Win-GM{|}ALL] in cache : 519
05/22/18 16:34:48:538 | [DEBUG] |  |  |  | OOBELib |  |  | 3432 | Dominance list found
05/22/18 16:34:48:538 | [DEBUG] |  |  |  | PCDService |  |  | 3432 | No value for key [RememberedSerial] in hive [Photoshop-CS7-Win-GM{|}en_US] in cache : 519
05/22/18 16:34:48:538 | [DEBUG] |  |  |  | PCDService |  |  | 3432 | No value for key [RememberedSerial] in hive [Photoshop-CS7-Win-GM{|}ALL] in cache : 519
05/22/18 16:34:48:538 | [DEBUG] |  |  |  | OOBELib |  |  | 3432 | No remembered SN found
05/22/18 16:34:48:538 | [DEBUG] |  |  |  | PCDService |  |  | 3432 | No value for key [STORE_URL] in hive [Photoshop-CS7-Win-GM] in master : 10
05/22/18 16:34:48:538 | [DEBUG] |  |  |  | PCDService |  |  | 3432 | No value for key [ENABLE_EEP_SIGNIN] in hive [{2D99B50E-431D-4AA8-85C1-172A6F8BCF09}] in master : 10
05/22/18 16:34:48:538 | [DEBUG] |  |  |  | PCDService |  |  | 3432 | No value for key [REG_SERIAL_OVERRIDE] in hive [{2D99B50E-431D-4AA8-85C1-172A6F8BCF09}] in master : 10
05/22/18 16:34:48:538 | [DEBUG] |  |  |  | PCDService |  |  | 3432 | No value for key [REG_TRIAL_OVERRIDE] in hive [{2D99B50E-431D-4AA8-85C1-172A6F8BCF09}] in master : 10
05/22/18 16:34:48:539 | [INFO] |  |  |  | PCDUtility |  |  | 3432 | IsRegistrationSuppressed : checking reg suppression using payloadcode {2D99B50E-431D-4AA8-85C1-172A6F8BCF09}
05/22/18 16:34:48:539 | [DEBUG] |  |  |  | PCDService |  |  | 3432 | No value for key [Registration] in hive [{2D99B50E-431D-4AA8-85C1-172A6F8BCF09}] in master : 10
05/22/18 16:34:48:539 | [INFO] |  |  |  | PCDUtility |  |  | 3432 | IsSerialRegistered : Registration key not found
05/22/18 16:34:48:539 | [DEBUG] |  |  |  | PCDService |  |  | 3432 | Failed to read value for key [LimitedGraceConsumed] in hive [Photoshop-CS7-Win-GM{|}LGC] from cache : 769
05/22/18 16:34:48:540 | [INFO] |  |  |  | OOBELib |  |  | 3432 | CheckWFType : WF is Subsequent_Launch
05/22/18 16:34:48:540 | [INFO] |  |  |  | SLCoreService |  |  | 3432 | Syncing to license store...
05/22/18 16:34:48:542 | [INFO] |  |  |  | SLCoreService |  |  | 3432 | Found client mkey.
05/22/18 16:34:48:563 | [INFO] |  |  |  | SLCoreService |  |  | 3432 | Loading license references...
05/22/18 16:34:48:565 | [INFO] |  |  |  | SLCoreService |  |  | 3432 | Found 1 license file(s)
05/22/18 16:34:48:567 | [INFO] |  |  |  | SLCoreService |  |  | 3432 | Parsing license file [171877917.lic] succeed.
05/22/18 16:34:48:567 | [INFO] |  |  |  | SLCoreService |  |  | 3432 | License store synchronization took 27.1 ms and succeed.
05/22/18 16:34:48:567 | [INFO] |  |  |  | SLCoreService |  |  | 3432 | Query license: type = 1, duration = 30 days, remaining = 17 day(s) 84169 seconds.
05/22/18 16:34:48:567 | [INFO] |  |  |  | OOBELib |  |  | 3432 | CheckWFType : License present for running serial
05/22/18 16:34:48:567 | [INFO] |  |  |  | OOBELib |  |  | 3432 | CheckWFType : Returning EULA path from amtlib xml
05/22/18 16:34:48:567 | [INFO] |  |  |  | OOBELib |  |  | 3432 | LEID=Photoshop-CS7-Win-GM
05/22/18 16:34:48:567 | [INFO] |  |  |  | OOBELib |  |  | 3432 | OOBELib CheckWFType ENDED
05/22/18 16:34:49:217 | [INFO] |  |  |  | DispatchClientLib |  |  | 3432 | Dispatch table loaded from path: C:\Program Files\Common Files\Adobe\OOBE\PDApp\P7\dispatchtable.xml 
05/22/18 16:34:49:219 | [INFO] |  |  |  | DispatchClientLib |  |  | 3432 | (re)load Local Dispatch Table status-[0].
05/22/18 16:34:49:219 | [INFO] |  |  |  | DispatchClientLib |  |  | 3432 | Scope : [2]
05/22/18 16:34:49:219 | [INFO] |  |  |  | DispatchClientLib |  |  | 3432 | Setting scope to GM
05/22/18 16:34:49:220 | [INFO] |  |  |  | DispatchClientLib |  |  | 3432 | EndPoint requested: [IdentityManagement]
05/22/18 16:34:49:220 | [INFO] |  |  |  | DispatchClientLib |  |  | 3432 | Length of the URL: [30]
05/22/18 16:34:49:220 | [INFO] |  |  |  | DispatchClientLib |  |  | 3432 | Returning from getEndpointAddr: [0]
05/22/18 16:34:49:220 | [INFO] |  |  |  | DispatchClientLib |  |  | 3432 | EndPoint requested: [IdentityManagement]
05/22/18 16:34:49:220 | [INFO] |  |  |  | DispatchClientLib |  |  | 3432 | Length of the URL: [30]
05/22/18 16:34:49:220 | [INFO] |  |  |  | DispatchClientLib |  |  | 3432 | URL found [https://ims-na1.adobelogin.com]
05/22/18 16:34:49:220 | [INFO] |  |  |  | DispatchClientLib |  |  | 3432 | Returning from getEndpointAddr: [0]
05/22/18 16:34:54:237 | [INFO] |  |  |  | OOBELib |  |  | 3432 | OOBELibImpl::CommitPCD STARTED
05/22/18 16:34:54:238 | [DEBUG] |  |  |  | ServiceLoader |  |  | 3432 | looking for library C:\Program Files\Common Files\Adobe\OOBE\PDApp\P7\adobe_upgrade.dll
05/22/18 16:34:54:238 | [DEBUG] |  |  |  | ServiceLoader |  |  | 3432 | Found library C:\Program Files\Common Files\Adobe\OOBE\PDApp\P7\adobe_upgrade.dll
05/22/18 16:34:54:240 | [INFO] |  |  |  | OOBELib |  |  | 3432 | OOBELibImpl::CommitPCD ENDED
05/22/18 16:34:54:240 | [INFO] |  |  |  | OOBELib |  |  | 3432 | Closing AdobeIALClient 1.0 Release (build 1.0.6.3) session.
05/22/18 16:34:54:241 | [INFO] |  |  |  | SLCoreService |  |  | 3432 | Shutting down SLCore 2.0 Release (build 2.0.1.360321).
05/22/18 16:34:54:255 | [INFO] |  |  |  | SLCoreService |  |  | 3432 | Service destruction took 14.8 ms and succeed.
05/22/18 16:34:54:255 | [INFO] |  |  |  | OOBELib |  |  | 3432 | *************OOBELib Session Ends*************
05/22/18 17:04:06:159 | [INFO] |  |  |  | Adobe Silent Activator |  |  | 2948 | ***********Silent Activator Launched = 7.0.0.155,7.0 ************
05/22/18 17:04:06:160 | [INFO] |  |  |  | SLCoreService |  |  | 2948 | Starting up SLCore 2.0 Release (build 2.0.1.360321).
05/22/18 17:04:06:160 | [INFO] |  |  |  | SLCoreService |  |  | 2948 | Service construction took 0.1 ms and succeed.
05/22/18 17:04:06:160 | [INFO] |  |  |  | PCDService |  |  | 2948 | PCD Service in non-threaded mode
05/22/18 17:04:06:162 | [INFO] |  |  |  | AXFBLicensing |  |  | 2948 | All function pointers successfully retrieved
05/22/18 17:04:06:162 | [DEBUG] |  |  |  | Activation |  |  | 2948 | PerformWorkflow : Trying to acquire the semaphore
05/22/18 17:04:06:162 | [DEBUG] |  |  |  | Activation |  |  | 2948 | PerformWorkflow : Semaphore acquired
05/22/18 17:04:06:163 | [DEBUG] |  |  |  | Activation |  |  | 2948 | ProcessXMLFile : ELEID found Photoshop-CS7-Win-GM
05/22/18 17:04:06:163 | [DEBUG] |  |  |  | Activation |  |  | 2948 | LEID=Photoshop-CS7-Win-GM DLEID=Photoshop-CS7-Win-GM ELEID=Photoshop-CS7-Win-GM LOCALE=en_US APPAMT = C:\Program Files\Adobe\Adobe Photoshop CC\AMT DAMT = C:\Program Files\Common Files\Adobe\Adobe Photoshop CC\AMT_Driver
05/22/18 17:04:06:163 | [DEBUG] |  |  |  | HEADLESS MODE |  |  | 2948 | HEADLESS MODE is : 
05/22/18 17:04:06:167 | [DEBUG] |  |  |  | PCDService |  |  | 2948 | No value for key [EULA_ACCEPTANCE_SERVER] in hive [Photoshop-CS7-Win-GM] in cache : 519
05/22/18 17:04:06:169 | [DEBUG] |  |  |  | PCDService |  |  | 2948 | No value for key [EULADelay] in hive [{2D99B50E-431D-4AA8-85C1-172A6F8BCF09}] in master : 10
05/22/18 17:04:06:173 | [INFO] |  |  |  | DispatchClientLib |  |  | 2948 | Dispatch table loaded from path: C:\Program Files\Common Files\Adobe\OOBE\PDApp\P7\dispatchtable.xml 
05/22/18 17:04:06:174 | [INFO] |  |  |  | DispatchClientLib |  |  | 2948 | (re)load Local Dispatch Table status-[0].
05/22/18 17:04:06:174 | [INFO] |  |  |  | DispatchClientLib |  |  | 2948 | Scope : [2]
05/22/18 17:04:06:174 | [INFO] |  |  |  | DispatchClientLib |  |  | 2948 | Setting scope to GM
05/22/18 17:04:06:174 | [INFO] |  |  |  | DispatchClientLib |  |  | 2948 | Scope : [2]
05/22/18 17:04:06:175 | [INFO] |  |  |  | DispatchClientLib |  |  | 2948 | Setting scope to GM
05/22/18 17:04:06:175 | [INFO] |  |  |  | DispatchClientLib |  |  | 2948 | EndPoint requested: [RecordAction]
05/22/18 17:04:06:175 | [INFO] |  |  |  | DispatchClientLib |  |  | 2948 | Length of the URL: [57]
05/22/18 17:04:06:175 | [INFO] |  |  |  | DispatchClientLib |  |  | 2948 | Returning from getEndpointAddr: [0]
05/22/18 17:04:06:175 | [INFO] |  |  |  | DispatchClientLib |  |  | 2948 | EndPoint requested: [RecordAction]
05/22/18 17:04:06:175 | [INFO] |  |  |  | DispatchClientLib |  |  | 2948 | Length of the URL: [57]
05/22/18 17:04:06:175 | [INFO] |  |  |  | DispatchClientLib |  |  | 2948 | URL found [https://lm.licenses.adobe.com/lmuds/lmuds/v1/recordaction]
05/22/18 17:04:06:175 | [INFO] |  |  |  | DispatchClientLib |  |  | 2948 | Returning from getEndpointAddr: [0]
05/22/18 17:04:06:185 | [INFO] |  |  |  | OOBELib |  |  | 2948 | HTTPCommunicationAgent::processMessage is https://lm.licenses.adobe.com/lmuds/lmuds/v1/recordaction (extURL=)
05/22/18 17:04:06:351 | [ERROR] |  |  |  | OOBELib |  |  | 4868 | windows error: 12029
05/22/18 17:04:06:351 | [INFO] |  |  |  | OOBELib |  |  | 2948 | HTTPCommunicationAgent- Return Code:[163] response size-[0] time taken-[165.50]ms.
05/22/18 17:04:06:351 | [INFO] |  |  |  | OOBELib |  |  | 2948 | IALClient Set EULAStatus Status-[419] took-[176.48]ms.
05/22/18 17:04:06:351 | [ERROR] |  |  |  | OOBELib |  |  | 2948 | MakeIALRecordEulaAcceptanceCall : Error returned by IAL error code : 419
05/22/18 17:04:06:351 | [DEBUG] |  |  |  | Activation |  |  | 2948 | PerformWorkflow : Launching PDApp via SA
05/22/18 17:04:06:351 | [DEBUG] |  |  |  | Activation |  |  | 2948 | LaunchAAM WF : Subsequent_Launch and Type =REG 
05/22/18 17:04:06:351 | [INFO] |  |  |  | SLCoreService |  |  | 2948 | Syncing to license store...
05/22/18 17:04:06:404 | [INFO] |  |  |  | SLCoreService |  |  | 2948 | Found client mkey.
05/22/18 17:04:06:424 | [INFO] |  |  |  | SLCoreService |  |  | 2948 | Loading license references...
05/22/18 17:04:06:425 | [INFO] |  |  |  | SLCoreService |  |  | 2948 | Found 1 license file(s)
05/22/18 17:04:06:427 | [INFO] |  |  |  | SLCoreService |  |  | 2948 | Parsing license file [171877917.lic] succeed.
05/22/18 17:04:06:427 | [INFO] |  |  |  | SLCoreService |  |  | 2948 | License store synchronization took 75.5 ms and succeed.
05/22/18 17:04:06:427 | [INFO] |  |  |  | SLCoreService |  |  | 2948 | Query license: type = 1, duration = 30 days, remaining = 17 day(s) 82411 seconds.
05/22/18 17:04:06:427 | [INFO] |  |  |  | SLCoreService |  |  | 2948 | Query license: type = 0, duration = 0 days, remaining = expired.
05/22/18 17:04:06:427 | [DEBUG] |  |  |  | Activation |  |  | 2948 | LaunchAAM : Trial Dur 30 Trial Rem 18
05/22/18 17:04:06:427 | [INFO] |  |  |  | uiswitch |  |  | 2948 | Key Value AdobeCode [{AA01D250-3E72-4FD7-9A3B-F9A9C1DBC016}]
05/22/18 17:04:06:427 | [INFO] |  |  |  | uiswitch |  |  | 2948 | Key Value AdobeIDCreated [false]
05/22/18 17:04:06:427 | [INFO] |  |  |  | uiswitch |  |  | 2948 | Key Value AppAMTBkGndFilePath [C:\Program Files\Adobe\Adobe Photoshop CC\AMT\LMResources\background.png]
05/22/18 17:04:06:427 | [INFO] |  |  |  | uiswitch |  |  | 2948 | Key Value AppAMTConnectionFAQFilePath [C:\Program Files\Adobe\Adobe Photoshop CC\OBLRes\en_US\ConnectionFAQ.html]
05/22/18 17:04:06:427 | [INFO] |  |  |  | uiswitch |  |  | 2948 | Key Value AppAMTLicenseAFAQFilePath [C:\Program Files\Adobe\Adobe Photoshop CC\OBLRes\en_US\LicenseFAQ.html]
05/22/18 17:04:06:427 | [INFO] |  |  |  | uiswitch |  |  | 2948 | Key Value AppAMTLogoFilePath [C:\Program Files\Adobe\Adobe Photoshop CC\AMT\LMResources\adobelogo.png]
05/22/18 17:04:06:427 | [INFO] |  |  |  | uiswitch |  |  | 2948 | Key Value AppAMTPath [C:\Program Files\Adobe\Adobe Photoshop CC\AMT]
05/22/18 17:04:06:427 | [INFO] |  |  |  | uiswitch |  |  | 2948 | Key Value AppDriverAMTPath [C:\Program Files\Common Files\Adobe\Adobe Photoshop CC\AMT_Driver]
05/22/18 17:04:06:427 | [INFO] |  |  |  | uiswitch |  |  | 2948 | Key Value AppDriverLEID [Photoshop-CS7-Win-GM]
05/22/18 17:04:06:427 | [INFO] |  |  |  | uiswitch |  |  | 2948 | Key Value AppEULAFolderPath [C:\Program Files\Adobe\Adobe Photoshop CC\Legal]
05/22/18 17:04:06:428 | [INFO] |  |  |  | uiswitch |  |  | 2948 | Key Value AppHostAppType [ALM_HostAppType_LicensedProduct]
05/22/18 17:04:06:428 | [INFO] |  |  |  | uiswitch |  |  | 2948 | Key Value AppLaunchPath [C:\Program Files\Adobe\Adobe Photoshop CC\Photoshop.exe]
05/22/18 17:04:06:428 | [INFO] |  |  |  | uiswitch |  |  | 2948 | Key Value AppLicensingAMTPath [C:\Program Files\Adobe\Adobe Photoshop CC\AMT]
05/22/18 17:04:06:428 | [INFO] |  |  |  | uiswitch |  |  | 2948 | Key Value AppLicensingLEID [Photoshop-CS7-Win-GM]
05/22/18 17:04:06:428 | [INFO] |  |  |  | uiswitch |  |  | 2948 | Key Value AppListOfLocales [en_US]
05/22/18 17:04:06:428 | [INFO] |  |  |  | uiswitch |  |  | 2948 | Key Value AppName [Adobe Photoshop CC]
05/22/18 17:04:06:428 | [INFO] |  |  |  | uiswitch |  |  | 2948 | Key Value AppPath [C:\Program Files\Adobe\Adobe Photoshop CC]
05/22/18 17:04:06:428 | [INFO] |  |  |  | uiswitch |  |  | 2948 | Key Value AppRunningLEID [Photoshop-CS7-Win-GM]
05/22/18 17:04:06:428 | [INFO] |  |  |  | uiswitch |  |  | 2948 | Key Value AppRunningLocale [en_US]
05/22/18 17:04:06:428 | [INFO] |  |  |  | uiswitch |  |  | 2948 | Key Value AppSerialNumber [911987094032700067932452]
05/22/18 17:04:06:428 | [INFO] |  |  |  | uiswitch |  |  | 2948 | Key Value AppTrialSerialNumber [911987094032700067932452]
05/22/18 17:04:06:428 | [INFO] |  |  |  | uiswitch |  |  | 2948 | Key Value BuyURL [http://www.adobe.com/go/buy?productID=45&release=2.0&platform=0&locale=en_US]
05/22/18 17:04:06:428 | [INFO] |  |  |  | uiswitch |  |  | 2948 | Key Value ClaimSource [nag_trial]
05/22/18 17:04:06:428 | [INFO] |  |  |  | uiswitch |  |  | 2948 | Key Value DriverAdobeCode [{2D99B50E-431D-4AA8-85C1-172A6F8BCF09}]
05/22/18 17:04:06:428 | [INFO] |  |  |  | uiswitch |  |  | 2948 | Key Value ExtendedProfileRegURL [http://www.adobe.com/go/adobemembership?productID=45&release=2.0&platform=0&locale=en_US&source=PCSTHX]
05/22/18 17:04:06:428 | [INFO] |  |  |  | uiswitch |  |  | 2948 | Key Value ForcedActivation [0]
05/22/18 17:04:06:428 | [INFO] |  |  |  | uiswitch |  |  | 2948 | Key Value HasSAASBit [1]
05/22/18 17:04:06:428 | [INFO] |  |  |  | uiswitch |  |  | 2948 | Key Value HasSubscriptionBit [0]
05/22/18 17:04:06:428 | [INFO] |  |  |  | uiswitch |  |  | 2948 | Key Value LaunchMode [postchrome]
05/22/18 17:04:06:428 | [INFO] |  |  |  | uiswitch |  |  | 2948 | Key Value NoTrial [0]
05/22/18 17:04:06:428 | [INFO] |  |  |  | uiswitch |  |  | 2948 | Key Value Platform [0]
05/22/18 17:04:06:428 | [INFO] |  |  |  | uiswitch |  |  | 2948 | Key Value ProductID [45]
05/22/18 17:04:06:428 | [INFO] |  |  |  | uiswitch |  |  | 2948 | Key Value ProductVersion [2.0]
05/22/18 17:04:06:428 | [INFO] |  |  |  | uiswitch |  |  | 2948 | Key Value RunningLicenseRemainingDays [0]
05/22/18 17:04:06:428 | [INFO] |  |  |  | uiswitch |  |  | 2948 | Key Value ShowEULA [false]
05/22/18 17:04:06:428 | [INFO] |  |  |  | uiswitch |  |  | 2948 | Key Value TrialExpired [0]
05/22/18 17:04:06:428 | [INFO] |  |  |  | uiswitch |  |  | 2948 | Key Value TrialGrace [30]
05/22/18 17:04:06:428 | [INFO] |  |  |  | uiswitch |  |  | 2948 | Key Value TrialLeft [18]
05/22/18 17:04:06:429 | [INFO] |  |  |  | uiswitch |  |  | 2948 | Key Value UpgradeCheckRequired [0]
05/22/18 17:04:06:429 | [INFO] |  |  |  | uiswitch |  |  | 2948 | Key Value WorkFlowType [Subsequent_Launch]
05/22/18 17:04:06:429 | [INFO] |  |  |  | uiswitch |  |  | 2948 | Subsequent_Launch
05/22/18 17:04:06:438 | [INFO] |  |  |  | uiswitch |  |  | 2948 | PDApp
05/22/18 17:04:06:439 | [INFO] |  |  |  | uiswitch |  |  | 2948 | Launched
05/22/18 17:04:06:439 | [DEBUG] |  |  |  | Activation |  |  | 2948 | LaunchAAM : App Manager launched
05/22/18 17:04:06:439 | [INFO] |  |  |  | Activation |  |  | 2948 | Semaphore signalled
05/22/18 17:04:06:439 | [INFO] |  |  |  | SLCoreService |  |  | 2948 | Shutting down SLCore 2.0 Release (build 2.0.1.360321).
05/22/18 17:04:06:439 | [INFO] |  |  |  | SLCoreService |  |  | 2948 | Service destruction took 0.7 ms and succeed.
05/22/18 17:04:06:440 | [INFO] |  |  |  | Adobe Silent Activator |  |  | 2948 | ***********Silent Activator End*******************
05/22/18 17:04:08:058 | [INFO] |  |  |  | OOBELib |  |  | 5308 | *************OOBELib Session Starts*************
05/22/18 17:04:08:058 | [INFO] |  |  |  | OOBELib |  |  | 5308 | Version 7.0.0.155,7.0

05/22/18 17:04:08:058 | [INFO] |  |  |  | PCDService |  |  | 5308 | PCD Service in non-threaded mode
05/22/18 17:04:08:062 | [INFO] |  |  |  | DispatchClientLib |  |  | 5308 | Dispatch table loaded from path: C:\Program Files\Common Files\Adobe\OOBE\PDApp\P7\dispatchtable.xml 
05/22/18 17:04:08:064 | [INFO] |  |  |  | DispatchClientLib |  |  | 5308 | (re)load Local Dispatch Table status-[0].
05/22/18 17:04:08:064 | [INFO] |  |  |  | DispatchClientLib |  |  | 5308 | Scope : [2]
05/22/18 17:04:08:064 | [INFO] |  |  |  | DispatchClientLib |  |  | 5308 | Setting scope to GM
05/22/18 17:04:08:345 | [ERROR] |  |  |  | OPMWrapper |  |  | 5308 | Failed in getting value for key in OPMGetValueForKey
05/22/18 17:04:08:345 | [INFO] |  |  |  | OOBELib |  |  | 5308 | Failed to get Proxy username in OPM DB
05/22/18 17:04:08:347 | [INFO] |  |  |  | AXFBLicensing |  |  | 5308 | All function pointers successfully retrieved
05/22/18 17:04:08:356 | [INFO] |  |  |  | OOBELib |  |  | 5308 | SetXMLData()
05/22/18 17:04:08:357 | [INFO] |  |  |  | OOBELib |  |  | 5308 | SetXMLData():mBonusLaunchCode not found
05/22/18 17:04:08:357 | [INFO] |  |  |  | OOBELib |  |  | 5308 | SetXMLData():NoTrial not found
05/22/18 17:04:08:357 | [INFO] |  |  |  | SLCoreService |  |  | 5308 | Starting up SLCore 2.0 Release (build 2.0.1.360321).
05/22/18 17:04:08:357 | [INFO] |  |  |  | SLCoreService |  |  | 5308 | Service construction took 0.1 ms and succeed.
05/22/18 17:04:08:360 | [INFO] |  |  |  | OOBELib |  |  | 5308 | Running in App context

05/22/18 17:04:08:367 | [INFO] |  |  |  | OOBELib |  |  | 5308 | OOBELib CheckWFType STARTED
05/22/18 17:04:08:388 | [INFO] |  |  |  | AXFBLicensing |  |  | 5308 | IsProductAndSNLicensedBySuite : Could not get AX/FB Lic details 3..

05/22/18 17:04:08:392 | [INFO] |  |  |  | OOBELib |  |  | 5308 | CheckWFType : Updating latest SN
05/22/18 17:04:08:393 | [INFO] |  |  |  | SLCoreService |  |  | 5308 | Syncing to license store...
05/22/18 17:04:08:410 | [INFO] |  |  |  | SLCoreService |  |  | 5308 | Found client mkey.
05/22/18 17:04:08:433 | [INFO] |  |  |  | SLCoreService |  |  | 5308 | Loading license references...
05/22/18 17:04:08:435 | [INFO] |  |  |  | SLCoreService |  |  | 5308 | Found 1 license file(s)
05/22/18 17:04:08:437 | [INFO] |  |  |  | SLCoreService |  |  | 5308 | Parsing license file [171877917.lic] succeed.
05/22/18 17:04:08:437 | [INFO] |  |  |  | SLCoreService |  |  | 5308 | License store synchronization took 43.6 ms and succeed.
05/22/18 17:04:08:437 | [INFO] |  |  |  | SLCoreService |  |  | 5308 | Query license: type = 1, duration = 30 days, remaining = 17 day(s) 82409 seconds.
05/22/18 17:04:08:437 | [INFO] |  |  |  | OOBELib |  |  | 5308 | Found Trial Serial. Looking for alternate serial if any.
05/22/18 17:04:08:437 | [DEBUG] |  |  |  | PCDService |  |  | 5308 | No value for key [SN] in hive [Photoshop-CS7-Win-GM{|}en_US] in cache : 519
05/22/18 17:04:08:439 | [DEBUG] |  |  |  | PCDService |  |  | 5308 | No value for key [SN] in hive [Photoshop-CS7-Win-GM{|}ALL] in cache : 519
05/22/18 17:04:08:439 | [INFO] |  |  |  | OOBELib |  |  | 5308 | OOBELib GetLicensingLEID : App LEID is Photoshop-CS7-Win-GM{|}en_US 
05/22/18 17:04:08:439 | [INFO] |  |  |  | OOBELib |  |  | 5308 | OOBELib GetLicensingLEID : FLMap entry found 
05/22/18 17:04:08:439 | [INFO] |  |  |  | OOBELib |  |  | 5308 | OOBELib GetLicensingLEID : LEID to be set is Photoshop-CS7-Win-GM 
05/22/18 17:04:08:439 | [INFO] |  |  |  | OOBELib |  |  | 5308 | Not a case of AX/FB licensing : Photoshop-CS7-Win-GM, 911987094032700067932452
05/22/18 17:04:08:439 | [INFO] |  |  |  | OOBELib |  |  | 5308 | CheckWFType : Updating running SN record
05/22/18 17:04:08:439 | [INFO] |  |  |  | SLCoreService |  |  | 5308 | Query license: type = 1, duration = 30 days, remaining = 17 day(s) 82409 seconds.
05/22/18 17:04:08:439 | [INFO] |  |  |  | OOBELib |  |  | 5308 | UpdateRecordCheckWFType : License found, retrieving information
